"V1","V2","V3","V4","V5","V6","c4","c5","c6"
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.40075761,-0.072071133,0.039510361,0.87168494,0.24248028,1.1445914,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.33351259,0.26412264,0.67065219,0.20543488,0.45109512,0.72104367,1,1,1
0.38669883,0.16237979,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.87028712,5.0814255,-0.36622367,0.68982695,-0.37786573,0.18780014,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.82082731,-0.44807732,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.22138593,-0.30652205,0.53540751,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.046074583,-0.38172329,0.08459192,0.77252803,0.82459999,1.5498565,1,1,1
-0.5056105,-0.41711211,2.7894855,0.89868938,0.22407502,0.7393263,1,1,1
0.49950787,-0.25343882,0.85097843,0.76155748,-0.14310818,1.0927906,1,1,1
1.5305418,4.2542119,0.35508128,-0.85955255,-0.37786573,-0.94572324,0,0,1
1.497004,-0.33306367,-0.230979,2.7459616,-0.37786573,0.64486602,1,1,1
-0.54219722,-0.42153571,2.1583436,0.058598265,-0.37786573,0.76065604,1,1,1
0.3472326,-0.049953122,-0.230979,0.6189403,0.74314274,0.95262371,1,1,1
-0.14533299,-0.37287609,0.039510361,0.83581968,0.61908012,1.4462549,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.39482921,1.0736418,0.039510361,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.081809537,-0.31979286,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.19174391,-0.41268851,0.35508128,0.6303328,-0.37786573,1.4401607,1,1,1
0.025574401,-0.41268851,0.17475504,0.70290722,-0.37786573,1.0135658,1,1,1
-0.19445404,-0.36402888,0.17475504,0.50163979,0.24593744,1.3091351,1,1,1
0.09180313,0.10044935,1.0763862,0.90755021,-0.37786573,1.1384972,1,1,1
0.82031916,4.6656069,-0.27606055,1.8100891,0.98748156,0.5839239,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.42057542,-0.44807732,-0.230979,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.2415425,-0.45250093,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.31878112,-0.36402888,1.5722834,0.697,-0.37786573,1.0501311,1,1,1
0.64399152,-0.41711211,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.58690946,1.2727039,0.12967348,1.1628265,0.29180241,1.1994393,1,1,1
0.00050572539,0.05178973,-0.27606055,0.0071210601,-0.37786573,1.1141203,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.46122732,1.2284679,0.30999972,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.3209831,-0.42595931,-0.0055711987,0.25142681,-0.37786573,1.4279722,1,1,1
0.095190789,-0.37729969,-0.32114211,0.75396248,1.8095939,1.1293559,1,1,1
0.063346796,-0.24901522,-0.0055711987,0.08349298,-0.37786573,1.2024864,1,1,1
0.92448966,1.1621139,-0.32114211,1.7527047,2.037964,0.98309477,1,1,1
0.64839547,0.1889214,0.17475504,1.0050193,-0.37786573,1.190298,1,1,1
0.20783044,-0.28440404,0.12967348,0.99025129,0.31373068,1.1659211,1,1,1
-0.097397614,-0.45250093,0.12967348,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.30251551,0.0075537073,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.029136289,0.13141457,1.6173649,0.84974384,-0.37786573,0.90082291,1,1,1
-0.11365838,-0.42595931,0.49032595,1.2522787,0.54108003,1.1293559,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.14042088,-0.17381398,-0.0055711987,0.59953087,-0.37786573,1.3243706,1,1,1
0.60266208,1.0117114,0.49032595,0.53286367,-0.37786573,0.97395345,1,1,1
3.228267,-0.41268851,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.19665602,0.41452511,9.2361485,1.0214752,0.046080728,0.77284447,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.16108075,-0.37729969,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.2891391,-0.45250093,-0.41130523,1.1240076,4.9025988,1.2116277,1,1,1
-0.34842313,-0.36402888,0.039510361,0.045096048,1.2838424,1.190298,1,1,1
0.77695712,2.940402,1.0313047,1.7548144,-0.37786573,0.34320254,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.29760825,-0.35518168,-0.59163147,0.15311379,-0.37786573,0.57173548,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.60622397,-0.45250093,6.1706024,1.4830822,-0.37786573,0.16342329,1,1,1
0.18310054,0.30393506,0.80589687,-0.85955255,-0.37786573,-0.94572324,0,0,1
