"V1","V2","V3","V4","V5","V6","c4","c5","c6"
0.07164656,-0.28882764,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.33267052,-0.41711211,-0.0055711987,0.16324045,1.247427,1.0745079,1,1,1
0.19004524,-0.38614689,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.24238456,-0.29767485,0.58048907,0.55142922,0.096291845,1.1080261,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
1.6946739,3.0554157,-0.230979,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.21799827,-0.45250093,-0.050652758,0.24045626,1.5561019,0.96785924,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.017105254,-0.18266119,0.80589687,1.4459511,-0.37786573,1.1080261,1,1,1
-0.3557066,-0.33306367,1.3468756,0.40332676,-0.37786573,1.1445914,1,1,1
-0.090452914,-0.28882764,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.32199939,-0.36402888,1.301794,0.33581567,-0.37786573,1.1232616,1,1,1
0.40075761,-0.072071133,0.039510361,0.87168494,0.24248028,1.1445914,1,1,1
0.97157812,5.0814255,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.045227668,-0.41711211,0.17475504,0.7750597,0.61842161,1.248193,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.45632006,-0.43923012,1.0313047,0.55733644,-0.37786573,0.78503289,1,1,1
0.33351259,0.26412264,0.67065219,0.20543488,0.45109512,0.72104367,1,1,1
-0.33809077,-0.43923012,0.53540751,0.40290482,-0.37786573,0.95567082,1,1,1
0.38669883,0.16237979,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0,0,1
2.2449991,-0.45250093,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
1.3337188,-0.44365372,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.49019665,-0.43480652,0.17475504,1.0168338,2.4758049,0.91605844,1,1,1
0.87028712,5.0814255,-0.36622367,0.68982695,-0.37786573,0.18780014,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.54947583,1.4540716,-0.41130523,0.58982615,1.9624333,0.44070993,1,1,1
-0.78441482,-0.18708479,7.8837017,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.35705681,1.6354393,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.49053542,-0.41268851,3.555872,1.0214752,0.046080728,0.76065604,1,1,1
0.12076761,-0.35518168,0.08459192,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.022360972,-0.28440404,1.0313047,1.3307603,-0.37786573,1.2725698,1,1,1
-0.083000064,-0.25343882,0.039510361,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.82082731,-0.44807732,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.97327195,0.87457975,-0.095734317,0.98307824,-0.37786573,0.71799656,1,1,1
-0.22138593,-0.30652205,0.53540751,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.31827297,-0.32421646,1.3919571,0.55902421,0.34323177,1.3121822,1,1,1
0.090109301,0.29508785,1.8878543,1.0307579,-0.37786573,0.78198578,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.098578448,-0.018987906,0.62557063,0.72737999,0.3623943,1.1750624,1,1,1
-0.046074583,-0.38172329,0.08459192,0.77252803,0.82459999,1.5498565,1,1,1
2.0203973,2.918284,-0.54654991,1.4138834,-0.37786573,0.44985124,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.081475618,-0.2092028,1.5722834,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.5056105,-0.41711211,2.7894855,0.89868938,0.22407502,0.7393263,1,1,1
-0.10637491,-0.45250093,0.12967348,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.49950787,-0.25343882,0.85097843,0.76155748,-0.14310818,1.0927906,1,1,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0,0,1
0.10975772,-0.28882764,0.58048907,1.6830838,-0.37786573,0.94043529,1,1,1
0.48798983,-0.12073076,-0.41130523,1.3324481,-0.37786573,1.391407,1,1,1
1.5305418,4.2542119,0.35508128,-0.85955255,-0.37786573,-0.94572324,0,0,1
-0.23713854,-0.39057049,0.98622311,-0.0046933805,0.35024486,1.3213235,1,1,1
