"V1","V2","V3","V4","V5","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","c6","c7","c21"
0.110729351669951,-0.0799025907659122,-0.203640485666361,1.26894234272412,0.396245568526008,-0.278294946006147,-1.71026988334056,0.759072460103087,-0.420487347915062,0.882794467128814,1.48597291930713,-0.798376447055488,1.85472761207619,0.278624569020388,0.963082541396573,0.301464348018426,0.129265351889794,0.0935634407890512,-0.256385411311639,0,0,2
-0.100904722346414,0.363594511861942,1.32136618043308,1.02712032019536,0.141358542907005,-0.278294946006147,-0.992364299572432,-0.0516126262348262,-0.420487347915062,0.797686915196839,-0.208513968864668,-0.0856376491234554,-0.565333856881217,0.278624569020388,-0.488278885185423,-0.0592291095431538,0.0654172646736588,0.0245961863265909,-0.456787412639968,0,0,3
-0.206721759354597,0.358187683842166,9.68934973969638,0.131978287132636,0.685538253687677,1.11839447882814,-0.932538834258422,0.295823839338565,-0.420487347915062,-0.070410114509313,1.00939848200881,-0.905287266745293,0.699698274619246,0.622631032861473,0.963082541396573,-0.17946026206368,-0.253823171407018,-0.25127283152325,0.211219258454462,0,1,2
-0.418355833370962,0.265320199773163,8.75644253785133,-0.542935062608468,0.332129839548669,2.31212741980775,-1.11201523020045,0.295823839338565,-0.420487347915062,-0.257646728759659,1.77721285321166,-1.19038278591811,1.85472761207619,1.65465042438473,-0.488278885185423,-0.419922567104733,-0.509215520271559,-0.320240085985711,0.445021593337513,0,1,2
0.00491231466176838,-0.91998843744384,1.87898206523086,-1.63587114130974,3.26817125402678,-0.278294946006147,-1.11201523020045,5.27574651255717,-0.420487347915062,-0.547012405328377,1.83016556846703,-1.43984136519432,1.57972062696739,1.99865688822581,-0.488278885185423,-0.17946026206368,-1.27539256686518,-1.35474890292261,2.28203993884719,0,0,2
0.00491231466176838,-0.91998843744384,1.66517265963574,-1.15146732206425,2.46769159891327,-0.278294946006147,-0.932538834258422,1.68556970163213,-0.420487347915062,1.17216014369753,1.85664192609471,-1.43984136519432,1.63472202398915,2.3426633520669,0.963082541396573,-0.17946026206368,-0.573063607487694,-0.458174594910631,0.478421926892234,0,0,2
2.54452120285815,-0.91998843744384,-0.203640485666361,2.57785832885629,1.76393963737559,-0.278294946006147,-0.0949823198622764,3.07531556392569,-0.420487347915062,2.38068738113158,2.01550007186082,-1.43984136519432,1.96473040611971,0.966637496702558,0.963082541396573,0.902620110621058,0.576201962402741,1.05910500326349,1.71423426841693,0,0,3
1.27471675875996,1.13917966813345,-0.203640485666361,0.642562384642213,-0.683598474400773,-0.278294946006147,-0.69323697300238,-0.399049091808217,-0.420487347915062,-0.342754280691635,0.691682190476599,-0.442007048089472,0.754699671641005,0.278624569020388,-0.488278885185423,0.782388958100532,1.21468283456409,1.05910500326349,-0.423387079085246,0,0,3
1.48635083277632,0.238175734307152,-0.203640485666361,-0.0340106191366084,-0.683598474400773,-0.278294946006147,-0.334284181118318,-0.746485557381608,0.886558651655031,-0.512969384555586,-1.21461555871667,1.87439404518963,0.36968989248869,-0.753394822502868,-0.488278885185423,1.08296683940185,1.27853092178023,1.19703951218841,-0.657189413968297,0,0,2
0.851448610727229,0.920374323507956,-0.203640485666361,-0.108624228576022,-0.683598474400773,-0.278294946006147,-0.63341150768837,-0.283236936617087,-0.420487347915062,0.355127645150565,-0.367372114630775,1.01910748767119,0.809701068662764,-0.753394822502868,-0.488278885185423,1.20319799192237,1.27853092178023,1.26600676665088,-0.523588079749411,0,0,2
